name,Unnamed: 0,ra,dec,dist,nplanets,date,mabs,mapp,type,commentary,subtype,importance,teff_val,mass
Kepler-176,1551,294.667956,43.853259,5.64e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-660,2906,288.138262,47.724453000000004,5.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1047,1106,288.646254,50.788982,5.660000000000001e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-525,2863,296.183433,47.358761,5.660000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-911,1075,298.589186,40.750689,5.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-878,966,285.296197,46.603439,5.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-338,2311,282.978956,40.784347,5.68e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-999,903,299.6604660000001,46.198418,5.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-55,2383,285.168338,44.026466,5.68e-07,5,01/01/2012,,,exoplanet, ,,0,,
Kepler-474,928,292.3215160000001,43.881168,5.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-567,420,297.672615,48.302315,5.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-578,429,288.75495,39.563656,5.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-312,2095,298.395772,42.459756,5.69e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1470,1819,288.695007,39.883191,5.69e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-605,2898,287.295436,43.279872999999995,5.7e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-77,2468,289.607956,44.345425,5.7e-07,1,01/01/2013,,,exoplanet, ,,0,,
WASP-141,3344,71.824409,-17.115154,5.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-614,2998,298.384823,46.276043,5.71e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-877,986,289.859129,46.522667,5.72e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-140,1845,287.3694680000001,46.768213,5.72e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-949,3188,298.607876,46.453682,5.72e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1493,1910,288.549148,38.565232,5.72e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-354,2409,285.75145200000014,41.33564000000001,5.74e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1460,1809,285.557796,44.010788,5.74e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1526,2254,285.119706,38.866428000000006,5.76e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-145,38,291.387762,44.529106,5.77e-07,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-118,1426,299.213164,41.424824,5.77e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-831,775,294.985491,42.727669,5.77e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1224,2442,286.625763,37.537304,5.78e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-213,1568,290.824182,44.647186,5.78e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1200,537,296.60345099999995,44.129257,5.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-628,1614,290.449257,39.854802,5.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1559,2554,292.28657999999996,42.072456,5.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-256,3303,186.227158,-2.065931,5.81e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-165,1438,280.691016,47.809734999999996,5.81e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1265,1147,284.5857890000001,47.07953300000001,5.81e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-142,32,295.118899,48.481281,5.83e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1310,312,283.920035,40.740123,5.83e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-69,1387,293.260938,44.868896,5.839999999999999e-07,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-1632,2350,294.49485899999996,43.91362,5.839999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-209,1563,291.169537,42.640812,5.839999999999999e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1061,1119,296.230004,50.27523,5.85e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1406,702,292.081863,38.915023,5.870000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-465,919,284.55572,46.063828,5.870000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1276,1294,287.85701,40.547181,5.870000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1337,407,287.009098,46.796101,5.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-260,2843,291.925972,38.014122,5.89e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-6,1050,296.8372540000001,48.239964,5.9e-07,1,01/01/2009,,,exoplanet, ,,0,,
Kepler-1644,2352,285.475055,48.034935,5.92e-07,1,01/01/2016,,,exoplanet, ,,0,,
CoRoT-22,3421,280.66711499999997,6.219136,5.92e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-258,2017,294.06849,46.57933,5.92e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-653,2926,282.21293,46.717819,5.93e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1353,513,295.735335,42.576252000000004,5.96e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-913,1077,297.583122,41.952431,5.970000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-212,2005,287.620834,43.14167800000001,5.970000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-15,1063,296.200595,49.140125,5.979999999999999e-07,1,01/01/2011,,,exoplanet, ,,0,,
OGLE-TR-113,2052,163.101667,-61.446806,6e-07,1,01/01/2004,,,exoplanet, ,,0,,
PSR B1257+12,2056,195.014903,12.682352999999999,6e-07,3,01/01/1994,,,exoplanet, ,,0,,
CoRoT-24,10,101.922547,-3.719301,6e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-12,1061,286.243425,50.040382,6e-07,1,01/01/2011,,,exoplanet, ,,0,,
CoRoT-23,9,279.78261499999996,4.357806,6e-07,1,01/01/2011,,,exoplanet, ,,0,,
OGLE-2015-BLG-0954L,2727,270.184333,-28.660889,6e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-38,1153,286.830353,42.279205,6e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-1572,3062,281.897275,46.722633,6e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-307,2127,297.79513199999997,40.417703,6e-07,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-371,2586,292.326464,38.657588,6.03e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-934,1192,290.28846699999997,43.755322,6.03e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-585,1600,286.528499,43.873405,6.04e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-135,1525,290.495129,38.795481,6.04e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-784,1686,295.920663,47.448615999999994,6.04e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-363,2501,283.1920810000001,41.305393,6.06e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1277,1295,295.102413,40.57239600000001,6.06e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-979,3194,300.371281,46.408276,6.06e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-961,793,282.035496,43.631268,6.070000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1032,3208,289.930872,40.097751,6.070000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1274,628,284.593715,46.449776,6.09e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-853,875,283.936824,49.110325,6.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1010,914,289.192636,44.149326,6.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-201,1469,293.62604,41.272827,6.13e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-11,1060,297.115123,41.909138,6.13e-07,6,01/01/2010,,,exoplanet, ,,0,,
HATS-53,3438,176.628006,-33.860054,6.13e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-1240,837,282.999715,40.55745,6.14e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-803,1698,299.2216049999999,44.693874,6.15e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1171,2438,294.958925,38.59157800000001,6.15e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-192,2996,287.917924,45.592876000000004,6.16e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-1194,531,291.69953799999996,38.145265,6.16e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-206,1487,291.63467799999995,41.833866,6.17e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-415,2364,293.80443399999996,38.639131,6.17e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1488,1903,286.646417,49.937778,6.18e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-436,2373,301.720753,44.412063,6.18e-07,2,01/01/2015,,,exoplanet, ,,0,,
Kepler-1552,2549,291.676831,38.874915,6.18e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-189,71,287.564731,44.305004,6.18e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-965,796,298.515338,41.891205,6.18e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1384,610,296.215166,39.527049,6.18e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-821,764,285.617437,39.379529999999995,6.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1479,1826,285.71191899999997,49.706657,6.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1338,2720,284.0423350000001,41.699139,6.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1117,731,292.08477999999997,49.23748,6.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1424,716,290.991665,40.22932,6.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-834,778,287.0545160000001,45.180374,6.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-695,1641,299.316097,40.822362,6.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-121,1430,286.162064,39.677995,6.22e-07,2,01/01/2014,,,exoplanet, ,,0,,
HATS-9,2421,290.810104,-20.166317000000006,6.22e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-1219,820,297.215809,47.378515,6.22e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1038,1099,298.97218399999997,44.132378,6.22e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-348,2399,297.25505,40.548373,6.23e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-925,3182,290.106539,40.490657,6.23e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-978,809,286.710723,43.043453,6.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1329,400,281.647742,48.27104600000001,6.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-600,2890,283.833059,41.978649,6.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-828,772,286.887275,42.471256,6.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1473,1821,290.636569,48.996082,6.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-331,2295,291.83432799999997,39.307358,6.26e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-191,1943,291.183386,45.323177,6.26e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-707,1647,290.0075700000001,42.116459000000006,6.26e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-599,2889,285.91150899999997,41.069443,6.27e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1082,1220,289.358672,50.598484,6.28e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1335,2719,284.838408,42.070431,6.28e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-566,419,291.554496,47.814479999999996,6.28e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-687,1633,289.315452,39.153285,6.28e-07,1,01/01/2016,,,exoplanet, ,,0,,
NGC 2682 Sand 978,3123,132.82283,11.756299,6.29e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-295,2030,285.345843,45.367785999999995,6.3e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1328,398,284.675388,44.417770000000004,6.3e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-495,3424,285.930707,39.098134,6.3e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-52,3437,140.08770800000002,-31.269333000000003,6.31e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-956,788,292.530806,49.061707,6.31e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-115,1421,297.7118490000001,45.261925,6.31e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1296,299,292.1251890000001,41.407814,6.31e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1143,1042,287.302821,39.289688,6.32e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-885,981,288.661559,49.737206,6.32e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1028,1009,289.593097,49.78115800000001,6.33e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-310,2094,288.839363,46.986744,6.34e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-633,1619,295.217437,40.592251,6.34e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1120,734,290.914483,42.286578999999996,6.35e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-218,2923,295.412811,46.266472,6.36e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-1520,2247,290.9662140000001,51.504723,6.36e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-955,787,288.471458,40.269795,6.37e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1352,512,290.693736,48.701477000000004,6.37e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-356,2489,292.421077,37.682819,6.389999999999999e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-595,2885,294.570393,50.673023,6.389999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1412,707,292.1801200000001,49.20248,6.389999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-892,1081,283.129641,43.888241,6.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-473,927,286.630094,38.945605,6.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-662,3086,290.465134,47.92918,6.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-554,2974,296.40685299999996,51.358154,6.420000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1458,1805,283.211614,41.038063,6.420000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-39,1573,113.758247,17.830082,6.420000000000001e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-570,422,290.437586,48.791885,6.420000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-492,1237,295.4966560000001,42.537888,6.420000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-589,2878,280.641367,47.751954,6.429999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-18,3337,173.957397,-29.156012,6.45e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-569,421,283.507278,48.552605,6.45e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-237,342,283.221387,40.421834000000004,6.47e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-804,1699,293.37227,44.785137,6.48e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-549,2963,283.022789,47.261134999999996,6.48e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1166,2437,290.348519,50.902854999999995,6.48e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-826,770,284.860139,39.240548,6.490000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-195,1483,288.120962,47.966667,6.490000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-9,1052,285.573981,38.400892,6.5e-07,3,01/01/2010,,,exoplanet, ,,0,,
Kepler-425,1882,290.358009,40.567738,6.5e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1258,2453,285.404941,49.994747,6.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-665,3009,297.02563,48.478596,6.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-675,3017,293.833326,50.230354,6.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-558,1252,284.657888,42.652676,6.520000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-464,918,294.835173,48.982361,6.529999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1634,3070,294.043409,45.139786,6.54e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-983,3195,285.10406,45.008167,6.55e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-166,423,293.160171,48.881190999999994,6.55e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-496,1240,291.640896,41.241049,6.55e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1417,711,290.949888,40.605215,6.559999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-491,1236,287.130575,42.350155,6.57e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-101,1790,283.255489,48.355228000000004,6.57e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1565,2559,297.952967,40.806808000000004,6.57e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1140,1039,281.693981,46.946449,6.57e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-805,1700,293.2299450000001,45.053314,6.57e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-630,1616,293.427043,39.942437,6.57e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-239,2661,294.202137,40.663406,6.58e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-362,2499,291.771639,47.529903000000004,6.58e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1588,2815,288.232715,48.002178,6.58e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-200,1468,284.40992,41.237465,6.58e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-995,900,284.615727,39.131038000000004,6.590000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1042,1102,288.668933,39.824006,6.590000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-179,50,298.6637350000001,47.762043,6.6e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1601,2825,285.512943,38.079747999999995,6.6e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-597,2887,293.470106,39.252808,6.6e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-151,26,292.162778,41.023235,6.609999999999999e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-654,2927,297.068412,46.83427800000001,6.609999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-579,430,295.002039,39.952923,6.629999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-977,808,291.51621,42.248196,6.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-865,3175,297.724283,43.527435,6.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-711,1651,297.460015,42.839923999999996,6.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1547,2545,283.76407400000005,42.222172,6.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-648,2918,283.899655,45.016888,6.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-681,3027,289.399721,51.250324,6.66e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-785,1687,292.068304,38.842261,6.66e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-181,54,296.151402,50.095806,6.67e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-247,2009,288.642531,43.039291,6.67e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1218,819,291.578982,44.53171500000001,6.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-561,1254,293.747096,45.10722,6.67e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-1227,827,287.066378,41.87490800000001,6.67e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-709,1649,292.105207,42.380318,6.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1126,1024,285.69199199999997,45.689396,6.68e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-243,2669,285.11047,42.033958,6.690000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1359,496,289.538819,41.892825,6.690000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1531,2260,285.146577,39.370798,6.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-242,2667,286.565695,41.80840300000001,6.7e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-403,2762,289.92146099999997,46.74456,6.709999999999999e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1014,994,285.122033,44.11060300000001,6.72e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-392,2688,288.66076499999997,43.368084,6.73e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-641,2911,291.82348199999996,42.516216,6.73e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-880,967,281.971245,43.672771000000004,6.73e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1059,1117,289.220209,41.706486,6.73e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 233604,665,137.45338,53.56823000000001,6.73e-07,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-57,2385,293.641285,44.65704,6.74e-07,2,01/01/2012,,,exoplanet, ,,0,,
Kepler-180,52,295.571343,49.774586,6.75e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-716,2935,290.393214,43.363898999999996,6.75e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1421,714,286.58059199999997,48.544197,6.75e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-258,3305,187.63133200000001,-1.1609200000000002,6.75e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-1254,2452,285.173326,48.770042,6.76e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-914,1096,290.412001,44.89933,6.78e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-535,2873,296.566641,49.696251000000004,6.78e-07,1,01/01/2016,,,exoplanet, ,,0,,
CoRoT-3,2526,292.05526299999997,0.12182,6.8e-07,1,01/01/2008,,,exoplanet, ,,0,,
Kepler-1434,2783,295.53837999999996,51.202957,6.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-639,2909,292.186888,41.72703900000001,6.8e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1402,699,291.847824,48.968132000000004,6.809999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1435,2784,291.1732990000001,44.921131,6.809999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1148,1335,290.953557,45.719536,6.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1304,307,285.2764279999999,39.446915999999995,6.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1242,1127,284.6062100000001,41.196384,6.82e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1529,2257,289.870716,41.040728,6.83e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-382,2278,299.136166,45.869934,6.84e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1213,813,289.4858220000001,50.944164,6.85e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1440,2789,285.34693799999997,48.312252,6.85e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1023,1004,289.029742,49.769707000000004,6.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1611,2087,296.5120490000001,49.727764,6.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-330,2293,288.447375,44.801685,6.86e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1466,1815,289.831222,44.609863,6.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-598,2888,293.123423,40.934765999999996,6.86e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-476,930,295.163817,43.963046999999996,6.87e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-936,1193,293.57775899999996,46.736346999999995,6.87e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1545,2542,298.898763,47.463093,6.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1327,397,289.064869,50.460976,6.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1080,1218,296.4645220000001,49.182915,6.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-659,2905,287.608202,47.509686,6.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-772,1676,291.423583,38.216590999999994,6.890000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-15,2638,311.09196099999997,-19.43751,6.890000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1067,1204,285.387409,45.049053,6.890000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-626,1612,288.698651,39.708288,6.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1522,2250,289.84322599999996,52.070159999999994,6.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-866,885,290.122337,43.08556,6.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-110,1799,292.9291330000001,48.602814,6.92e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1464,1812,287.235677,38.754160999999996,6.92e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-422,2368,282.629656,46.323357,6.92e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-439,2374,280.80156600000004,44.033994,6.93e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-1146,1045,286.71662599999996,47.42563300000001,6.94e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1193,530,288.14475899999996,51.275627,6.95e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1263,2454,286.48365099999995,46.752617,6.95e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1142,1041,292.7144350000001,44.082336,6.970000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-203,1473,297.089977,41.388039,6.970000000000001e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-111,386,291.6531700000001,44.688274,6.979999999999999e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-576,428,295.18292,38.654231,6.979999999999999e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-272,1862,299.127524,47.59383,6.990000000000001e-07,3,01/01/2014,,,exoplanet, ,,0,,
