name,Unnamed: 0,ra,dec,dist,nplanets,date,mabs,mapp,type,commentary,subtype,importance,teff_val,mass
Kepler-960,792,281.457163,46.746468,2.98e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1008,912,296.547525,44.941933,2.9899999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-5,2153,359.348991,-41.277149,3e-07,1,01/01/2008,,,exoplanet, ,,0,,
WASP-58,2238,274.70106400000003,45.172016,3e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-83,1715,190.152085,-19.284243,3e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-333,2298,292.286069,40.913584,3e-07,2,01/01/2014,,,exoplanet, ,,0,,
WASP-22,2159,52.818043,-23.819702,3e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-1088,1227,281.561453,42.450503999999995,3e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-4,2152,353.562841,-42.061428,3e-07,1,01/01/2007,,,exoplanet, ,,0,,
WASP-135,721,267.28497400000003,29.879107,3e-07,1,01/01/2015,,,exoplanet, ,,0,,
HD 13189,120,32.417381,32.316437,3e-07,1,01/01/2005,,,exoplanet, ,,0,,
Kepler-141,29,297.9708970000001,47.731678,3.01e-07,2,01/01/2014,,,exoplanet, ,,0,,
HD 238914,3162,279.584229,59.253856999999996,3.01e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-202,1586,282.973419,41.322006,3.02e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-472,926,296.524306,39.249776000000004,3.02e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-674,3016,285.17621099999997,50.149817999999996,3.02e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-1,2614,175.525336,-23.354836,3.03e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-32,2181,297.842398,46.574281,3.03e-07,5,01/01/2012,,,exoplanet, ,,0,,
Kepler-132,1840,283.23581,41.343037,3.03e-07,4,01/01/2014,,,exoplanet, ,,0,,
HAT-P-57,686,274.743421,10.597294,3.03e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-533,3427,293.68573599999996,48.825146000000004,3.05e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1312,2458,292.971241,41.035764,3.05e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-45,1580,274.373238,-3.381036,3.05e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-49,1167,292.294579,40.591801000000004,3.06e-07,4,01/01/2014,,,exoplanet, ,,0,,
HD 240237,666,348.925934,58.043240000000004,3.08e-07,1,01/01/2011,,,exoplanet, ,,0,,
WASP-138,3420,41.639084000000004,-0.463922,3.08e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1499,1914,283.986337,41.650406,3.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-65,2317,133.324304,8.523038,3.1e-07,1,01/01/2013,,,exoplanet, ,,0,,
HAT-P-56,2431,100.848038,27.252292999999998,3.11e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-1627,2077,284.05668399999996,41.576733000000004,3.11e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-18,3100,216.524017,59.444275,3.11e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-968,799,285.602528,50.112038,3.12e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-551,3431,285.485043,48.054325,3.12e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-539,2876,299.122454,41.86676,3.13e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-61,2463,295.304508,42.47529,3.14e-07,1,01/01/2013,,,exoplanet, ,,0,,
HAT-P-4,2613,229.991354,36.229664,3.14e-07,1,01/01/2007,,,exoplanet, ,,0,,
HAT-P-36,1570,188.266255,44.915352,3.17e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-909,1073,289.5063580000001,45.370998,3.18e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-7,964,292.24731,47.969513,3.2e-07,1,01/01/2008,,,exoplanet, ,,0,,
HAT-P-67,3204,256.610687,44.776981,3.2e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-421,1880,283.256822,45.087776,3.2e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1347,417,299.659605,40.843853,3.2100000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-808,1703,291.59409,48.445614,3.2100000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-211,1565,285.439151,43.168484,3.2200000000000005e-07,2,01/01/2014,,,exoplanet, ,,0,,
HAT-P-29,1414,33.131142,51.778759,3.2200000000000005e-07,1,01/01/2011,,,exoplanet, ,,0,,
HAT-P-49,1587,305.441397,26.692652000000002,3.2200000000000005e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-518,2859,287.0899720000001,41.373872999999996,3.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1039,1100,298.326591,45.315514,3.24e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-231,637,293.973353,50.531914,3.25e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-508,437,295.40435,42.981423,3.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-532,2871,298.660915,48.606373,3.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-130,1517,288.450665,40.245305,3.3e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-167,1289,292.6584410000001,38.345413,3.3e-07,4,01/01/2016,,,exoplanet, ,,0,,
Kepler-615,2999,282.450603,46.321404,3.3e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-63,2241,94.336431,-38.323257,3.3e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-55,2581,203.75811399999998,-17.503464,3.3e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-406,2765,291.848044,44.968224,3.3100000000000004e-07,2,01/01/2014,,,exoplanet, ,,0,,
WASP-100,2331,68.959728,-64.027039,3.32e-07,1,01/01/2014,,,exoplanet, ,,0,,
HD 95127,201,164.896194,43.81446500000001,3.32e-07,1,01/01/2015,,,exoplanet, ,,0,,
WASP-119,1604,55.933441,-65.193855,3.33e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-580,432,283.499815,40.552805,3.33e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-353,2194,296.856633,41.758179999999996,3.33e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-45,1160,292.8729,41.064261,3.33e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-463,917,298.937046,44.85791,3.36e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-52,1172,286.7380330000001,49.97575,3.36e-07,3,01/01/2012,,,exoplanet, ,,0,,
Kepler-1542,2536,285.728495,42.65453,3.36e-07,4,01/01/2016,,,exoplanet, ,,0,,
Kepler-1178,1360,288.4560620000001,45.802124,3.36e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-24,2574,227.21558599999997,2.3433040000000003,3.38e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-329,2183,299.268042,45.227428,3.38e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-261,2828,291.364773,37.609184,3.38e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-26,1591,284.9409970000001,46.56654,3.39e-07,4,01/01/2011,,,exoplanet, ,,0,,
HATS-17,624,192.189799,-47.613693,3.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
KOI-142,282,291.148088,40.669407,3.39e-07,2,01/01/2013,,,exoplanet, ,,0,,
HATS-30,2634,5.618693,-59.942551,3.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-509,438,289.664398,48.706207,3.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-90,695,315.531971,7.056235000000001,3.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-72,2322,41.039999,-30.169039,3.4e-07,1,01/01/2012,,,exoplanet, ,,0,,
HAT-P-5,1492,274.40547599999996,36.62141,3.4e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-1444,2793,285.33061499999997,42.040436,3.4e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-197,1486,295.2264350000001,50.559006,3.41e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-658,2930,282.98379,47.57859000000001,3.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-636,1622,293.5918890000001,41.095161,3.41e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-43,3272,80.53817,-30.970833000000002,3.41e-07,1,01/01/2018,,,exoplanet, ,,0,,
K2-140,3153,188.13734399999998,-9.60764,3.42e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-442,2375,285.3665890000001,39.280081,3.42e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-316,2179,290.826023,44.184109,3.42e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1507,1921,288.561525,46.536053,3.42e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-37,2577,221.94398700000002,1.064966,3.43e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-1558,3058,286.819367,46.911694,3.43e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-41,1575,297.32265099999995,4.672421,3.44e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-1096,1315,294.7093799999999,45.969501,3.44e-07,1,01/01/2016,,,exoplanet, ,,0,,
CoRoT-10,2,291.063708,0.746143,3.45e-07,1,01/01/2010,,,exoplanet, ,,0,,
WASP-71,2321,29.263338,0.758834,3.45e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-971,803,284.094587,41.182821000000004,3.45e-07,1,01/01/2016,,,exoplanet, ,,0,,
PH2,1382,289.76358999999997,51.962601,3.46e-07,1,01/01/2013,,,exoplanet, ,,0,,
Kepler-1157,2446,283.121049,43.525642,3.46e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-632,1618,297.252613,40.288605,3.4899999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1544,2541,297.28499,49.212456,3.4899999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-970,802,289.62523,40.708726,3.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1350,506,288.250582,46.679602,3.5e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-540,2877,290.625252,44.873962,3.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1465,1814,289.819341,51.90485,3.5e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-64,2242,101.115041,-32.858402000000005,3.5e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-158,1850,284.032244,39.781348,3.51e-07,2,01/01/2014,,,exoplanet, ,,0,,
HATS-29,2633,285.096424,-54.893192000000006,3.51e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-907,1071,285.476589,41.63274000000001,3.520000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1628,2078,281.6337,43.411578999999996,3.520000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 208527,1726,329.099945,21.239859,3.520000000000001e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-127,1836,285.1899850000001,46.027962,3.53e-07,3,01/01/2014,,,exoplanet, ,,0,,
HAT-P-31,1416,271.53770499999996,26.426662,3.5399999999999997e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-1087,1226,294.978825,46.005653,3.5399999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-326,2215,294.325546,46.002254,3.55e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-80,431,296.112564,39.978778999999996,3.570000000000001e-07,6,01/01/2016,,,exoplanet, ,,0,,
Kepler-1583,2811,286.386934,47.016628000000004,3.570000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1367,517,288.41652799999997,47.878731,3.570000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1505,1919,292.002052,41.786961,3.5899999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-12,3137,267.64050299999997,36.570232,3.6e-07,1,01/01/2017,,,exoplanet, ,,0,,
WASP-31,2224,169.439021,-19.054773,3.6e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-395,2284,293.511099,45.136598,3.6e-07,2,01/01/2014,,,exoplanet, ,,0,,
TrES-5,2066,305.2218410000001,59.448788,3.6e-07,1,01/01/2011,,,exoplanet, ,,0,,
WASP-113,3327,224.872776,46.960117,3.6e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-2,79,176.739094,-22.562992,3.6e-07,1,01/01/2013,,,exoplanet, ,,0,,
K2-225,3245,186.54129,-9.624804,3.6e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-547,3430,286.118673,44.345279999999995,3.61e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-44,1578,213.14407400000002,47.014687,3.6299999999999995e-07,2,01/01/2014,,,exoplanet, ,,0,,
WASP-73,2646,319.94961,-58.148876,3.6299999999999995e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1285,1303,281.835355,44.155926,3.64e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1331,401,297.0737890000001,41.22448,3.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-83,1374,282.232525,43.665627,3.65e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1007,911,295.906552,45.80912,3.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1063,1121,290.52675,38.142973,3.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1141,1040,290.543645,47.72588,3.65e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-81,1367,293.63695,42.82497,3.66e-07,3,01/01/2012,,,exoplanet, ,,0,,
Kepler-136,1526,296.467314,42.598771,3.66e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1410,705,290.510198,38.743544,3.6700000000000004e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-477,931,288.067594,42.355367,3.6700000000000004e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-381,2605,285.182787,43.831089,3.6799999999999996e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-755,3050,296.860998,41.097338,3.6799999999999996e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-62,1274,283.2127470000001,45.349865,3.6799999999999996e-07,5,01/01/2013,,,exoplanet, ,,0,,
Kepler-235,340,286.079103,39.278313,3.69e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-134,1841,284.739001,49.598396,3.69e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1105,1323,281.111771,42.454931,3.69e-07,1,01/01/2016,,,exoplanet, ,,0,,
HD 216536,565,343.266598,44.477753,3.69e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-991,897,297.09065499999997,49.626571999999996,3.7e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-129,1515,285.311284,47.848595,3.7100000000000003e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1492,1906,288.597097,41.03642,3.7100000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-174,1934,287.439194,43.832091999999996,3.7100000000000003e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-479,935,291.021852,37.769803,3.7100000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-332,2296,286.662964,47.4137,3.720000000000001e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-1150,1336,296.724492,49.532715,3.7299999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1064,1122,291.741637,37.688934,3.74e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-120,1429,287.89163199999996,39.339124,3.7600000000000003e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-796,3325,287.30785699999996,39.144731,3.770000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-321,2208,294.4536740000001,44.145756,3.770000000000001e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-484,940,284.394304,46.249081,3.770000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-510,439,287.655008,39.244279999999996,3.7799999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1514,1926,292.627466,37.86013300000001,3.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-489,1234,290.833158,38.184334,3.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1456,1803,286.945321,43.822773,3.79e-07,1,01/01/2016,,,exoplanet, ,,0,,
TCP J05074264+2447555,3231,76.927666,24.79875,3.8e-07,1,01/01/2018,,,exoplanet, ,,0,,
CoRoT-8,0,291.588518,1.426452,3.8e-07,1,01/01/2010,,,exoplanet, ,,0,,
WASP-66,2654,158.224966,-34.989845,3.8e-07,1,01/01/2012,,,exoplanet, ,,0,,
WASP-167,3107,196.043869,-35.549521999999996,3.8100000000000004e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-124,1413,286.7527970000001,49.064910999999995,3.83e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-629,1615,289.417832,39.945013,3.83e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-777,3080,282.724059,44.34647800000001,3.83e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1513,1925,289.791634,39.285277,3.84e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1190,527,284.999621,49.47997700000001,3.84e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-52,689,42.721678999999995,29.022396,3.85e-07,1,01/01/2015,,,exoplanet, ,,0,,
HAT-P-33,1418,113.18421200000002,33.835052000000005,3.87e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-1062,3215,283.899402,41.221607,3.88e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1026,1008,283.605263,39.99798,3.89e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-621,3084,290.927286,39.914145,3.89e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-98,2481,285.6616620000001,37.964506,3.9e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1253,1136,283.885115,47.637221999999994,3.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1629,2079,280.206621,43.774297,3.9e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-252,2013,295.5793450000001,44.545963,3.91e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1455,1802,294.083055,50.502777,3.92e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-97,284,287.3266240000001,48.673431,3.93e-07,2,01/01/2014,,,exoplanet, ,,0,,
HAT-P-23,18,306.123854,16.762152,3.93e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-844,866,287.857729,48.774113,3.94e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-28,23,13.000766,34.728413,3.95e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-1366,504,285.064914,41.554874,3.95e-07,1,01/01/2016,,,exoplanet, ,,0,,
KELT-16,3114,314.268494,31.661034,3.95e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-1525,2253,290.55951699999997,49.943016,3.96e-07,1,01/01/2016,,,exoplanet, ,,0,,
HAT-P-24,19,108.82505800000001,14.262599,3.96e-07,1,01/01/2010,,,exoplanet, ,,0,,
Kepler-159,1452,297.07017,40.86878400000001,3.97e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-128,1513,282.492224,43.980213,3.9899999999999996e-07,2,01/01/2013,,,exoplanet, ,,0,,
Kepler-1066,1203,298.8665640000001,46.502239,3.9899999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-60,2239,356.666564,31.155934999999996,4e-07,1,01/01/2012,,,exoplanet, ,,0,,
Kepler-775,1653,291.4332970000001,41.703438,4e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-17,2144,239.962306,-28.061733,4e-07,1,01/01/2009,,,exoplanet, ,,0,,
Kepler-1536,2265,291.585187,45.71579000000001,4.01e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1173,1356,293.131095,45.663548,4.02e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-910,1074,296.0473580000001,42.743006,4.02e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-104,292,287.6046120000001,42.166779,4.03e-07,3,01/01/2014,,,exoplanet, ,,0,,
Kepler-975,806,290.54855,38.495275,4.0399999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1361,498,283.565314,46.904255,4.0399999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
BD+49 828,1503,45.640529,49.730011,4.0799999999999995e-07,1,01/01/2015,,,exoplanet, ,,0,,
WASP-1,2150,5.166978,31.989990000000002,4.0799999999999995e-07,1,01/01/2007,,,exoplanet, ,,0,,
Kepler-1035,1097,289.042225,42.882488,4.0799999999999995e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-951,1286,287.7375600000001,38.114567,4.0799999999999995e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-507,434,297.01883399999997,50.408981,4.1e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-28,2223,353.616152,-1.580064,4.1e-07,1,01/01/2014,,,exoplanet, ,,0,,
K2-248,3294,182.81724499999999,-9.414005,4.11e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-969,3192,288.372508,47.933556,4.11e-07,2,01/01/2016,,,exoplanet, ,,0,,
HAT-P-37,1571,284.296064,51.269138,4.11e-07,1,01/01/2011,,,exoplanet, ,,0,,
Kepler-782,1684,288.868231,47.75943400000001,4.1200000000000004e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-888,990,295.521206,49.738632,4.1299999999999995e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-221,629,296.654765,46.83527,4.14e-07,4,01/01/2014,,,exoplanet, ,,0,,
Kepler-1541,2544,283.787004,48.029564,4.14e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1643,2351,300.431,44.751011,4.14e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1048,1108,281.898352,42.165787,4.15e-07,1,01/01/2016,,,exoplanet, ,,0,,
KOI-13,1062,286.971199,46.868362,4.15e-07,1,01/01/2011,,,exoplanet, ,,0,,
KELT-21,3444,304.800049,32.581039000000004,4.15e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-139,1530,282.391957,43.889351,4.1700000000000004e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-437,1890,297.347393,44.026947,4.1700000000000004e-07,1,01/01/2015,,,exoplanet, ,,0,,
K2-250,3296,185.031769,-8.975785,4.1799999999999996e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-271,1683,283.00298,44.284233,4.1799999999999996e-07,3,01/01/2016,,,exoplanet, ,,0,,
Kepler-801,1696,286.075243,44.664639,4.19e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-884,970,292.584443,49.923161,4.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-478,932,292.486944,46.196213,4.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
HATS-4,2615,94.112075,-22.546885,4.2e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1012,916,289.29627,46.457954,4.2e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-833,777,290.479954,45.6007,4.21e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1055,1114,290.486779,44.932617,4.220000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1029,1010,292.132976,41.54754000000001,4.220000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
K2-259,3306,186.802689,1.566849,4.220000000000001e-07,1,01/01/2018,,,exoplanet, ,,0,,
Kepler-652,2924,288.00811,46.473557,4.2299999999999996e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1002,906,293.079495,43.073715,4.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-388,2682,284.828038,44.60873,4.25e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1081,1219,289.44452,41.317757,4.25e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1408,704,282.69994199999996,45.42577,4.2600000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-638,1624,284.919429,41.617195,4.2600000000000003e-07,1,01/01/2016,,,exoplanet, ,,0,,
KOI-12,1982,297.453731,41.010991,4.2600000000000003e-07,1,01/01/2015,,,exoplanet, ,,0,,
Kepler-431,1886,281.11233500000003,43.227789,4.270000000000001e-07,3,01/01/2015,,,exoplanet, ,,0,,
Kepler-1114,728,299.236933,45.834697999999996,4.270000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1084,1222,290.101971,48.251137,4.270000000000001e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-322,2176,281.34882400000004,44.295242,4.2799999999999997e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1161,1347,299.07710299999997,45.44064,4.2799999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-486,1230,284.8799640000001,49.266994,4.2799999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-601,2891,282.004612,42.176533,4.29e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-153,3375,279.26239,40.018723,4.3e-07,1,01/01/2017,,,exoplanet, ,,0,,
Kepler-278,2097,290.107193,38.702234999999995,4.3100000000000003e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1013,993,290.2480720000001,44.435241999999995,4.3299999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
WASP-124,1605,332.714323,-30.749671999999997,4.3299999999999997e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-169,1931,285.999891,40.919329,4.34e-07,5,01/01/2014,,,exoplanet, ,,0,,
Kepler-390,2685,291.628777,41.208603000000004,4.35e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1459,1808,282.423025,46.014019,4.35e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1246,1131,287.657402,48.982166,4.35e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-1069,1206,290.979329,47.989002,4.35e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-466,921,295.648711,48.495564,4.3600000000000004e-07,2,01/01/2016,,,exoplanet, ,,0,,
Kepler-450,2427,295.486509,51.0135,4.37e-07,3,01/01/2015,,,exoplanet, ,,0,,
WASP-120,2359,62.616051,-45.89822,4.37e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-156,1448,290.296515,37.74949,4.39e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-962,794,295.313145,46.237488,4.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-542,3429,292.2150890000001,38.548588,4.39e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-414,2769,297.961566,48.244362,4.4e-07,2,01/01/2014,,,exoplanet, ,,0,,
Kepler-1482,1907,285.313805,48.725254,4.42e-07,1,01/01/2016,,,exoplanet, ,,0,,
Kepler-95,281,284.482459,44.398037,4.43e-07,1,01/01/2014,,,exoplanet, ,,0,,
Kepler-1581,3064,287.371261,39.603581,4.43e-07,1,01/01/2016,,,exoplanet, ,,0,,
