name,Unnamed: 0,date,dec,dist,mabs,mapp,ra,subtype,type,commentary,importance,teff_val,mass
IRIDIUM33DEB,3093,1997-01-01,28.60287020334177,2.436760577659552e-19,,,69.62538494555443,debris,satellite, ,0,,
IRIDIUM33DEB,3094,1997-01-01,32.661382297660666,2.285509173388317e-19,,,95.45578187384191,debris,satellite, ,0,,
IRIDIUM33DEB,3095,1997-01-01,-75.7960235976922,2.3256287828413993e-19,,,31.348576894377715,debris,satellite, ,0,,
IRIDIUM33DEB,3096,1997-01-01,70.80050968321751,2.282966626237375e-19,,,252.34125083926472,debris,satellite, ,0,,
IRIDIUM33DEB,3097,1997-01-01,14.776159797684588,2.2926307317303843e-19,,,40.89684228828861,debris,satellite, ,0,,
IRIDIUM33DEB,3098,1997-01-01,17.653900622468218,2.2220665466756023e-19,,,306.28869803456763,debris,satellite, ,0,,
IRIDIUM33DEB,3099,1997-01-01,-3.0661092412688236,2.2902871364480657e-19,,,12.264518400421435,debris,satellite, ,0,,
IRIDIUM33DEB,3100,1997-01-01,-71.80242476298989,2.3051180171689543e-19,,,180.92347778167274,debris,satellite, ,0,,
IRIDIUM33DEB,3101,1997-01-01,-23.919266553907022,2.3726844913445664e-19,,,45.73409116723193,debris,satellite, ,0,,
IRIDIUM33DEB,3102,1997-01-01,-73.78288328165638,2.2348688543312007e-19,,,237.2318922426456,debris,satellite, ,0,,
IRIDIUM33DEB,3103,1997-01-01,0.8590586005568198,2.290638712252797e-19,,,240.65112430898603,debris,satellite, ,0,,
IRIDIUM33DEB,3104,1997-01-01,-25.13117214571936,2.2925442204562144e-19,,,91.59000380677831,debris,satellite, ,0,,
IRIDIUM33DEB,3105,1997-01-01,30.381979577322806,2.285690958196151e-19,,,83.9567234688577,debris,satellite, ,0,,
IRIDIUM33DEB,3106,1997-01-01,-85.71944821965627,2.3093223355645386e-19,,,60.105019667169984,debris,satellite, ,0,,
IRIDIUM33DEB,3107,1997-01-01,-41.895047914930466,2.307830493526812e-19,,,96.55822552580446,debris,satellite, ,0,,
IRIDIUM33DEB,3108,1997-01-01,-21.30804448353989,2.256586465904071e-19,,,62.428878530732185,debris,satellite, ,0,,
IRIDIUM33DEB,3109,1997-01-01,12.033077724038018,2.3174149094359557e-19,,,294.04773549594825,debris,satellite, ,0,,
COSMOS2251,3110,1993-01-01,65.71865390818743,2.326195352646801e-19,,,240.37412562990943,debris,satellite, ,0,,
COSMOS2251DEB,3111,1993-01-01,-63.74702188207265,2.321238928982786e-19,,,61.54700161856695,debris,satellite, ,0,,
COSMOS2251DEB,3112,1993-01-01,70.371620817009,2.3160620237243143e-19,,,227.77420095418944,debris,satellite, ,0,,
COSMOS2251DEB,3113,1993-01-01,-9.846598083593953,2.3084310964218193e-19,,,109.19768119551227,debris,satellite, ,0,,
COSMOS2251DEB,3114,1993-01-01,-64.41057226799961,2.3146062887378553e-19,,,40.725776440040285,debris,satellite, ,0,,
COSMOS2251DEB,3115,1993-01-01,39.182824807388776,2.32264123986225e-19,,,193.30600491099685,debris,satellite, ,0,,
COSMOS2251DEB,3116,1993-01-01,-73.19824027878994,2.3184590909131195e-19,,,89.16843121291893,debris,satellite, ,0,,
COSMOS2251DEB,3117,1993-01-01,-73.13629064445458,2.297409159460992e-19,,,309.3117564232074,debris,satellite, ,0,,
COSMOS2251DEB,3118,1993-01-01,-45.42213487809175,2.3222670731834036e-19,,,23.94863952819605,debris,satellite, ,0,,
COSMOS2251DEB,3119,1993-01-01,-28.475247158858533,2.3258847815556995e-19,,,194.3491658570254,debris,satellite, ,0,,
COSMOS2251DEB,3120,1993-01-01,70.59142480561003,2.3335612202583635e-19,,,10.098728504378373,debris,satellite, ,0,,
COSMOS2251DEB,3121,1993-01-01,-61.683362799644726,2.328299755379602e-19,,,92.94241668102852,debris,satellite, ,0,,
COSMOS2251DEB,3122,1993-01-01,-39.234454831036366,2.299263404719551e-19,,,265.11154374096316,debris,satellite, ,0,,
COSMOS2251DEB,3123,1993-01-01,-33.679983912529174,2.306165060194081e-19,,,5.70913294720738,debris,satellite, ,0,,
COSMOS2251DEB,3124,1993-01-01,-11.065051078266025,2.322784240898805e-19,,,191.4903825618873,debris,satellite, ,0,,
COSMOS2251DEB,3125,1993-01-01,19.307213086394405,2.296513858765703e-19,,,182.9516532630075,debris,satellite, ,0,,
COSMOS2251DEB,3126,1993-01-01,46.92178214489139,2.3180259066948298e-19,,,134.09607362285857,debris,satellite, ,0,,
COSMOS2251DEB,3127,1993-01-01,69.67692320633522,2.397659935773593e-19,,,96.9268503182737,debris,satellite, ,0,,
COSMOS2251DEB,3128,1993-01-01,-46.49763754755464,2.319591260479688e-19,,,105.5753209072027,debris,satellite, ,0,,
COSMOS2251DEB,3129,1993-01-01,40.15813837207975,2.433971668436321e-19,,,329.0913900853783,debris,satellite, ,0,,
COSMOS2251DEB,3130,1993-01-01,26.82932157192593,2.3512713477621227e-19,,,140.38541624172066,debris,satellite, ,0,,
COSMOS2251DEB,3131,1993-01-01,-49.93900641110181,2.274600120183387e-19,,,270.2576820998515,debris,satellite, ,0,,
COSMOS2251DEB,3132,1993-01-01,-21.655861263101805,2.3016345966643486e-19,,,157.68197082415813,debris,satellite, ,0,,
COSMOS2251DEB,3133,1993-01-01,30.269029946298925,2.2892006351732504e-19,,,236.5449365763446,debris,satellite, ,0,,
COSMOS2251DEB,3134,1993-01-01,-27.998091534409536,2.293520171549813e-19,,,295.8652369242102,debris,satellite, ,0,,
COSMOS2251DEB,3135,1993-01-01,16.58395124902146,2.2968487267939466e-19,,,303.12514309416383,debris,satellite, ,0,,
COSMOS2251DEB,3136,1993-01-01,6.009445532184189,2.265780480576028e-19,,,231.7960450930413,debris,satellite, ,0,,
COSMOS2251DEB,3137,1993-01-01,-44.1893046292789,2.295555970359389e-19,,,205.56317253658486,debris,satellite, ,0,,
COSMOS2251DEB,3138,1993-01-01,-42.12842000305473,2.292082175784907e-19,,,181.87286110570568,debris,satellite, ,0,,
COSMOS2251DEB,3139,1993-01-01,-49.81782797545993,2.301798227804969e-19,,,196.93465107957385,debris,satellite, ,0,,
COSMOS2251DEB,3140,1993-01-01,-46.49466368598669,2.227889414432913e-19,,,356.2677017231452,debris,satellite, ,0,,
COSMOS2251DEB,3141,1993-01-01,-73.7904987670822,2.2567179902670623e-19,,,126.69591544819878,debris,satellite, ,0,,
COSMOS2251DEB,3142,1993-01-01,-27.54938102337627,2.302529777833135e-19,,,46.32468266373157,debris,satellite, ,0,,
COSMOS2251DEB,3143,1993-01-01,6.882575832121923,2.326642717746204e-19,,,156.45486183912178,debris,satellite, ,0,,
COSMOS2251DEB,3144,1993-01-01,-12.87381408388051,2.295955835791513e-19,,,116.58556028029392,debris,satellite, ,0,,
COSMOS2251DEB,3145,1993-01-01,31.00186078981083,2.3049310800862114e-19,,,155.55379770946104,debris,satellite, ,0,,
COSMOS2251DEB,3146,1993-01-01,-43.48868102970731,2.318592739481581e-19,,,346.46363501345076,debris,satellite, ,0,,
COSMOS2251DEB,3147,1993-01-01,72.79907443400437,2.2715166861507045e-19,,,201.9134190673747,debris,satellite, ,0,,
COSMOS2251DEB,3148,1993-01-01,-65.15664426363121,2.362394635543216e-19,,,169.1760236212762,debris,satellite, ,0,,
COSMOS2251DEB,3149,1993-01-01,-43.741915289116896,2.415351670133705e-19,,,2.4769571935712875,debris,satellite, ,0,,
COSMOS2251DEB,3150,1993-01-01,52.252530944432145,2.26969146510333e-19,,,345.17732059243446,debris,satellite, ,0,,
COSMOS2251DEB,3151,1993-01-01,66.73787035177659,2.3075805484646145e-19,,,128.225852962855,debris,satellite, ,0,,
COSMOS2251DEB,3152,1993-01-01,-52.03942206207503,2.2966077882930376e-19,,,280.1612477960963,debris,satellite, ,0,,
COSMOS2251DEB,3153,1993-01-01,-48.2788366802886,2.308888266701821e-19,,,12.396744137760994,debris,satellite, ,0,,
COSMOS2251DEB,3154,1993-01-01,-57.58013980011122,2.3070584459341147e-19,,,199.2290876715577,debris,satellite, ,0,,
COSMOS2251DEB,3155,1993-01-01,24.224340488685517,2.321307746266199e-19,,,192.1842738213091,debris,satellite, ,0,,
COSMOS2251DEB,3156,1993-01-01,-17.540978521064027,2.2666886911924e-19,,,272.22581178206457,debris,satellite, ,0,,
COSMOS2251DEB,3157,1993-01-01,-8.153393767460901,2.294935559606468e-19,,,298.1265234522281,debris,satellite, ,0,,
COSMOS2251DEB,3158,1993-01-01,-11.227588126320637,2.289941694839258e-19,,,200.00593280731442,debris,satellite, ,0,,
COSMOS2251DEB,3159,1993-01-01,16.969433156597074,2.3022185793103723e-19,,,242.40283025978405,debris,satellite, ,0,,
COSMOS2251DEB,3160,1993-01-01,46.22226743418643,2.307375395048368e-19,,,285.63296782835585,debris,satellite, ,0,,
COSMOS2251DEB,3161,1993-01-01,2.157666258621131,2.31071498382146e-19,,,132.34368416938685,debris,satellite, ,0,,
COSMOS2251DEB,3162,1993-01-01,12.651333228250284,2.323394927133984e-19,,,190.28209049580158,debris,satellite, ,0,,
COSMOS2251DEB,3163,1993-01-01,-14.526214595535965,2.323776815980801e-19,,,153.9547431847241,debris,satellite, ,0,,
COSMOS2251DEB,3164,1993-01-01,55.23110122655614,2.2596669224211063e-19,,,235.39607994813164,debris,satellite, ,0,,
COSMOS2251DEB,3165,1993-01-01,47.949930914816505,2.3309764035861635e-19,,,70.63984494308544,debris,satellite, ,0,,
COSMOS2251DEB,3166,1993-01-01,19.34011280434884,2.2771302006142404e-19,,,220.4130835422279,debris,satellite, ,0,,
COSMOS2251DEB,3167,1993-01-01,-38.967700517406,2.317845279354028e-19,,,242.74613901296124,debris,satellite, ,0,,
COSMOS2251DEB,3168,1993-01-01,-26.96532576550277,2.2414293249099287e-19,,,354.1082385880672,debris,satellite, ,0,,
COSMOS2251DEB,3169,1993-01-01,-44.61229072418702,2.301813314394305e-19,,,227.67553981913,debris,satellite, ,0,,
COSMOS2251DEB,3170,1993-01-01,20.753523000349656,2.3278102725498236e-19,,,309.1883380822765,debris,satellite, ,0,,
COSMOS2251DEB,3171,1993-01-01,71.38746725105493,2.2693611784580442e-19,,,250.42481979686443,debris,satellite, ,0,,
COSMOS2251DEB,3172,1993-01-01,38.927547616613396,2.3900677510078683e-19,,,180.26265463496003,debris,satellite, ,0,,
COSMOS2251DEB,3173,1993-01-01,-70.45648031151336,2.320179003432516e-19,,,277.73807008625425,debris,satellite, ,0,,
COSMOS2251DEB,3174,1993-01-01,58.01284119993504,2.301026888145689e-19,,,131.44514613170782,debris,satellite, ,0,,
COSMOS2251DEB,3175,1993-01-01,62.93059320387411,2.298615144984773e-19,,,79.07858501546949,debris,satellite, ,0,,
COSMOS2251DEB,3176,1993-01-01,-57.525042965155,2.27299252328347e-19,,,145.84480394132302,debris,satellite, ,0,,
COSMOS2251DEB,3177,1993-01-01,-43.89942860016439,2.320778761372505e-19,,,58.366702078171556,debris,satellite, ,0,,
COSMOS2251DEB,3178,1993-01-01,29.90529186363388,2.31952252651279e-19,,,65.36223695343415,debris,satellite, ,0,,
COSMOS2251DEB,3179,1993-01-01,34.9464699157388,2.310133969306367e-19,,,301.42856014540195,debris,satellite, ,0,,
COSMOS2251DEB,3180,1993-01-01,-3.6027518732915347,2.4280219440948607e-19,,,44.318004987756936,debris,satellite, ,0,,
COSMOS2251DEB,3181,1993-01-01,12.666544277018518,2.255196781135241e-19,,,108.86191224237946,debris,satellite, ,0,,
COSMOS2251DEB,3182,1993-01-01,41.61638930474294,2.308702198281742e-19,,,185.8113310976195,debris,satellite, ,0,,
COSMOS2251DEB,3183,1993-01-01,-60.179195574879294,2.311234159153573e-19,,,7.65009715342048,debris,satellite, ,0,,
COSMOS2251DEB,3184,1993-01-01,47.279879376212385,2.3231963174119364e-19,,,164.6249393994328,debris,satellite, ,0,,
COSMOS2251DEB,3185,1993-01-01,45.9759489083435,2.3171231197833765e-19,,,290.200953316284,debris,satellite, ,0,,
COSMOS2251DEB,3186,1993-01-01,-14.40031097293358,2.3087019947298923e-19,,,256.68456470389174,debris,satellite, ,0,,
COSMOS2251DEB,3187,1993-01-01,-34.88818389323065,2.324768285146226e-19,,,331.74182366648535,debris,satellite, ,0,,
COSMOS2251DEB,3188,1993-01-01,-22.479918114694147,2.3142238190815234e-19,,,21.436390613706852,debris,satellite, ,0,,
COSMOS2251DEB,3189,1993-01-01,53.477980990728476,2.277415199188285e-19,,,329.28935131355695,debris,satellite, ,0,,
COSMOS2251DEB,3190,1993-01-01,27.82990862552469,2.2913032107952446e-19,,,237.1935365452064,debris,satellite, ,0,,
COSMOS2251DEB,3191,1993-01-01,-66.99342273221164,2.3136817436458487e-19,,,196.31504527176028,debris,satellite, ,0,,
COSMOS2251DEB,3192,1993-01-01,36.237941679628456,2.2668309382285864e-19,,,316.4966985762255,debris,satellite, ,0,,
COSMOS2251DEB,3193,1993-01-01,65.07804832780823,2.3129746613937794e-19,,,161.27262097909622,debris,satellite, ,0,,
COSMOS2251DEB,3194,1993-01-01,-61.334623088967035,2.4980201088971673e-19,,,239.06746087354443,debris,satellite, ,0,,
COSMOS2251DEB,3195,1993-01-01,-36.01262156373897,2.2948236018696704e-19,,,256.7069848453602,debris,satellite, ,0,,
COSMOS2251DEB,3196,1993-01-01,-18.7251132562231,2.2905091511633126e-19,,,243.3508734054842,debris,satellite, ,0,,
COSMOS2251DEB,3197,1993-01-01,54.90703947235522,2.300713109601718e-19,,,316.90084223165366,debris,satellite, ,0,,
COSMOS2251DEB,3198,1993-01-01,11.607087472730653,2.2562574399408557e-19,,,262.87176532821917,debris,satellite, ,0,,
COSMOS2251DEB,3199,1993-01-01,22.812959446066106,2.318214519127032e-19,,,29.454790420981922,debris,satellite, ,0,,
COSMOS2251DEB,3200,1993-01-01,-2.22758587045667,2.329702672103769e-19,,,270.5068230086265,debris,satellite, ,0,,
COSMOS2251DEB,3201,1993-01-01,71.53679535562256,2.3086400683303657e-19,,,170.83371914199282,debris,satellite, ,0,,
COSMOS2251DEB,3202,1993-01-01,9.214072601963164,2.290498486410809e-19,,,169.31469477258932,debris,satellite, ,0,,
COSMOS2251DEB,3203,1993-01-01,55.29483057052585,2.2993375300968603e-19,,,229.74528723875503,debris,satellite, ,0,,
COSMOS2251DEB,3204,1993-01-01,-74.04786684520366,2.312571354522026e-19,,,68.54807977912843,debris,satellite, ,0,,
COSMOS2251DEB,3205,1993-01-01,-30.62579847360331,2.304900750192417e-19,,,336.6961178831261,debris,satellite, ,0,,
COSMOS2251DEB,3206,1993-01-01,40.2500844175456,2.3124589771410024e-19,,,153.47433841430652,debris,satellite, ,0,,
COSMOS2251DEB,3207,1993-01-01,46.15478292096905,2.217425088622251e-19,,,172.6980376106835,debris,satellite, ,0,,
COSMOS2251DEB,3208,1993-01-01,36.63935582295912,2.3166440161011827e-19,,,352.44761718082117,debris,satellite, ,0,,
COSMOS2251DEB,3209,1993-01-01,73.90422059293505,2.346887403010693e-19,,,290.16186764447554,debris,satellite, ,0,,
COSMOS2251DEB,3210,1993-01-01,-72.00160706872202,2.3162163376092856e-19,,,81.53595744379737,debris,satellite, ,0,,
COSMOS2251DEB,3211,1993-01-01,-44.28174052972453,2.3144336582344825e-19,,,36.404578617103645,debris,satellite, ,0,,
COSMOS2251DEB,3212,1993-01-01,-44.87013174221515,2.318222787143553e-19,,,158.92634036276027,debris,satellite, ,0,,
COSMOS2251DEB,3213,1993-01-01,7.137659157768535,2.3330788627542745e-19,,,198.8061367844045,debris,satellite, ,0,,
COSMOS2251DEB,3214,1993-01-01,-72.79379291407203,2.3083256373639887e-19,,,18.9036675512233,debris,satellite, ,0,,
COSMOS2251DEB,3215,1993-01-01,-23.68991569961558,2.401626742230001e-19,,,313.52046703982484,debris,satellite, ,0,,
COSMOS2251DEB,3216,1993-01-01,62.217479755847634,2.307741536611786e-19,,,117.81353322525352,debris,satellite, ,0,,
COSMOS2251DEB,3217,1993-01-01,63.98119443161593,2.2738931245682022e-19,,,228.38834346081143,debris,satellite, ,0,,
COSMOS2251DEB,3218,1993-01-01,-68.16516182713166,2.321147601878005e-19,,,268.7335443260377,debris,satellite, ,0,,
COSMOS2251DEB,3219,1993-01-01,-60.44058646052425,2.311872570639347e-19,,,94.9089129270491,debris,satellite, ,0,,
COSMOS2251DEB,3220,1993-01-01,20.64946144121737,2.295904393145586e-19,,,225.96117910429092,debris,satellite, ,0,,
COSMOS2251DEB,3221,1993-01-01,-36.19890106717215,2.319370755251768e-19,,,204.20998619137345,debris,satellite, ,0,,
COSMOS2251DEB,3222,1993-01-01,63.23156426309078,2.279547034572421e-19,,,111.9469646527598,debris,satellite, ,0,,
COSMOS2251DEB,3223,1993-01-01,-1.428319074712683,2.402099189163028e-19,,,279.7632608396927,debris,satellite, ,0,,
COSMOS2251DEB,3224,1993-01-01,-66.5664426709333,2.313272281010987e-19,,,266.5873086326329,debris,satellite, ,0,,
COSMOS2251DEB,3225,1993-01-01,-71.7318343181597,2.295869492372639e-19,,,306.99761502273293,debris,satellite, ,0,,
COSMOS2251DEB,3226,1993-01-01,-29.50101534893391,2.3151416224558887e-19,,,124.07513932937034,debris,satellite, ,0,,
COSMOS2251DEB,3227,1993-01-01,66.15244445539723,2.3455903646114625e-19,,,96.4386756612304,debris,satellite, ,0,,
COSMOS2251DEB,3228,1993-01-01,-15.975733895557498,2.294525700930186e-19,,,34.306116237832214,debris,satellite, ,0,,
COSMOS2251DEB,3229,1993-01-01,34.55606834323344,2.282054496657232e-19,,,177.5093109153769,debris,satellite, ,0,,
COSMOS2251DEB,3230,1993-01-01,17.04798355098536,2.2946334841823395e-19,,,66.70468251606421,debris,satellite, ,0,,
COSMOS2251DEB,3231,1993-01-01,-57.36078368022304,2.3141767119871157e-19,,,33.51073460274994,debris,satellite, ,0,,
COSMOS2251DEB,3232,1993-01-01,-52.69008689731761,2.425173198175949e-19,,,295.8748780573335,debris,satellite, ,0,,
COSMOS2251DEB,3233,1993-01-01,1.765782486752704,2.310886723103862e-19,,,55.15819401867985,debris,satellite, ,0,,
COSMOS2251DEB,3234,1993-01-01,-73.43445523664273,2.3110799053016997e-19,,,41.06231285875294,debris,satellite, ,0,,
COSMOS2251DEB,3235,1993-01-01,-5.00272520438035,2.315169332023703e-19,,,179.0906245976582,debris,satellite, ,0,,
COSMOS2251DEB,3236,1993-01-01,69.0193610807104,2.294007128469555e-19,,,98.96753601780159,debris,satellite, ,0,,
COSMOS2251DEB,3237,1993-01-01,34.176936867284674,2.3235924711957e-19,,,222.92232196763402,debris,satellite, ,0,,
COSMOS2251DEB,3238,1993-01-01,-29.38443655821728,2.315484174428096e-19,,,46.24535837705594,debris,satellite, ,0,,
COSMOS2251DEB,3239,1993-01-01,-57.117189439464475,2.305905381293655e-19,,,38.04333181983302,debris,satellite, ,0,,
COSMOS2251DEB,3240,1993-01-01,-20.999664890132284,2.322990696161141e-19,,,227.22882008327832,debris,satellite, ,0,,
COSMOS2251DEB,3241,1993-01-01,-63.89620182885199,2.3038553436346723e-19,,,140.33655689900505,debris,satellite, ,0,,
COSMOS2251DEB,3242,1993-01-01,-44.79559750145168,2.2782436223718836e-19,,,332.2611526868477,debris,satellite, ,0,,
COSMOS2251DEB,3243,1993-01-01,-4.088403532174092,2.294673159695126e-19,,,199.84402697772538,debris,satellite, ,0,,
COSMOS2251DEB,3244,1993-01-01,-70.2064176022799,2.31078020465981e-19,,,105.40424666197754,debris,satellite, ,0,,
COSMOS2251DEB,3245,1993-01-01,-2.8239410714245565,2.253667678267817e-19,,,8.503388804309854,debris,satellite, ,0,,
COSMOS2251DEB,3246,1993-01-01,-35.01007528538913,2.4461431058712037e-19,,,317.8815554409556,debris,satellite, ,0,,
COSMOS2251DEB,3247,1993-01-01,-32.26834292224629,2.336101480285416e-19,,,108.21355219930729,debris,satellite, ,0,,
COSMOS2251DEB,3248,1993-01-01,-44.005454519381075,2.2894241353418564e-19,,,160.16256441851718,debris,satellite, ,0,,
COSMOS2251DEB,3249,1993-01-01,-23.036000934063683,2.313055004666487e-19,,,105.89364571777989,debris,satellite, ,0,,
COSMOS2251DEB,3250,1993-01-01,53.79178016977044,2.322147303285033e-19,,,205.53280643306985,debris,satellite, ,0,,
COSMOS2251DEB,3251,1993-01-01,-7.451284957546267,2.321007373032373e-19,,,174.74228484834708,debris,satellite, ,0,,
COSMOS2251DEB,3252,1993-01-01,65.37537482391377,2.324216417362841e-19,,,244.6558884034272,debris,satellite, ,0,,
COSMOS2251DEB,3253,1993-01-01,32.44586549808973,2.4323233301101447e-19,,,284.4430051621503,debris,satellite, ,0,,
COSMOS2251DEB,3254,1993-01-01,9.280828644016037,2.319911265940877e-19,,,156.33967795186848,debris,satellite, ,0,,
COSMOS2251DEB,3255,1993-01-01,67.52651171569394,2.274029266184109e-19,,,128.4485173888134,debris,satellite, ,0,,
COSMOS2251DEB,3256,1993-01-01,-39.904322287951715,2.2159014344565466e-19,,,126.80502786008944,debris,satellite, ,0,,
COSMOS2251DEB,3257,1993-01-01,-34.77171279362787,2.3039143898257127e-19,,,329.40651206084294,debris,satellite, ,0,,
COSMOS2251DEB,3258,1993-01-01,51.449044622848575,2.314478640995473e-19,,,186.31927448328327,debris,satellite, ,0,,
COSMOS2251DEB,3259,1993-01-01,73.83299192344438,2.2998502347650717e-19,,,272.01714090072466,debris,satellite, ,0,,
COSMOS2251DEB,3260,1993-01-01,66.10532025739252,2.334472768962659e-19,,,302.742259044247,debris,satellite, ,0,,
COSMOS2251DEB,3261,1993-01-01,-4.006176235157324,2.3002804874270204e-19,,,6.523395002518941,debris,satellite, ,0,,
COSMOS2251DEB,3262,1993-01-01,-51.699615384368286,2.3131099750944946e-19,,,110.8766789447298,debris,satellite, ,0,,
COSMOS2251DEB,3263,1993-01-01,42.347735812055824,2.293425314020777e-19,,,296.1942841137188,debris,satellite, ,0,,
COSMOS2251DEB,3264,1993-01-01,44.75176600505173,2.4315939214667946e-19,,,183.52188806100742,debris,satellite, ,0,,
COSMOS2251DEB,3265,1993-01-01,59.127000454315755,2.22870993143525e-19,,,304.4636679743895,debris,satellite, ,0,,
COSMOS2251DEB,3266,1993-01-01,68.8420160094725,2.3238633952686645e-19,,,333.08299545048703,debris,satellite, ,0,,
COSMOS2251DEB,3267,1993-01-01,30.226577043964877,2.3276817846836395e-19,,,277.72346736412646,debris,satellite, ,0,,
COSMOS2251DEB,3268,1993-01-01,-17.450081157928828,2.338366499225532e-19,,,284.2301560092692,debris,satellite, ,0,,
COSMOS2251DEB,3269,1993-01-01,-71.97040367143907,2.28285291439711e-19,,,121.43993302489055,debris,satellite, ,0,,
COSMOS2251DEB,3270,1993-01-01,47.503283244789394,2.315380721796188e-19,,,57.21542650146276,debris,satellite, ,0,,
COSMOS2251DEB,3271,1993-01-01,63.50219552544952,2.2892556217918517e-19,,,77.68129619981606,debris,satellite, ,0,,
COSMOS2251DEB,3272,1993-01-01,74.08895776874942,2.2798059659460753e-19,,,162.3734191721294,debris,satellite, ,0,,
COSMOS2251DEB,3273,1993-01-01,-13.478773396829029,2.336407726083073e-19,,,327.17890343707336,debris,satellite, ,0,,
COSMOS2251DEB,3274,1993-01-01,-69.99244557629784,2.3043294013201717e-19,,,24.06521063181798,debris,satellite, ,0,,
COSMOS2251DEB,3275,1993-01-01,5.041138712458759,2.501812559691186e-19,,,36.58714189883832,debris,satellite, ,0,,
COSMOS2251DEB,3276,1993-01-01,-34.812602000692074,2.3080572626445066e-19,,,348.33787579678267,debris,satellite, ,0,,
COSMOS2251DEB,3277,1993-01-01,73.32947048174971,2.320316166538734e-19,,,255.77210327237339,debris,satellite, ,0,,
COSMOS2251DEB,3278,1993-01-01,-18.45022971907576,2.277518872567153e-19,,,351.5658570209818,debris,satellite, ,0,,
COSMOS2251DEB,3279,1993-01-01,-50.757188731192294,2.312861072124734e-19,,,33.21832754621667,debris,satellite, ,0,,
COSMOS2251DEB,3280,1993-01-01,71.56741075643765,2.320432531145604e-19,,,233.04434581435046,debris,satellite, ,0,,
COSMOS2251DEB,3281,1993-01-01,-30.44612959019952,2.250329010069021e-19,,,239.04524751494682,debris,satellite, ,0,,
COSMOS2251DEB,3282,1993-01-01,67.82340026673559,2.275210249733989e-19,,,351.0145748283964,debris,satellite, ,0,,
COSMOS2251DEB,3283,1993-01-01,-45.15145539338781,2.314857282849437e-19,,,133.875879836187,debris,satellite, ,0,,
COSMOS2251DEB,3284,1993-01-01,74.05315951728173,2.3415329933780716e-19,,,31.76861933953639,debris,satellite, ,0,,
COSMOS2251DEB,3285,1993-01-01,45.63959433023592,2.295936878706782e-19,,,21.04827239138628,debris,satellite, ,0,,
COSMOS2251DEB,3286,1993-01-01,73.93354609290805,2.3125033644994844e-19,,,237.50732025467082,debris,satellite, ,0,,
COSMOS2251DEB,3287,1993-01-01,-33.61983956578871,2.316390711295231e-19,,,226.75325645848736,debris,satellite, ,0,,
COSMOS2251DEB,3288,1993-01-01,66.92531754696844,2.284557149117661e-19,,,74.36619179401325,debris,satellite, ,0,,
COSMOS2251DEB,3289,1993-01-01,15.67119757913327,2.3076454210662126e-19,,,163.90327898952404,debris,satellite, ,0,,
COSMOS2251DEB,3290,1993-01-01,51.498014121230185,2.4036503831828646e-19,,,216.53043837070385,debris,satellite, ,0,,
COSMOS2251DEB,3291,1993-01-01,21.819028770108535,2.391193933027312e-19,,,162.28546093866166,debris,satellite, ,0,,
COSMOS2251DEB,3292,1993-01-01,-71.50416726942628,2.3077825898669075e-19,,,13.170046110126322,debris,satellite, ,0,,
COSMOS2251DEB,3293,1993-01-01,54.928660348567924,2.296083194136928e-19,,,264.23865632560916,debris,satellite, ,0,,
COSMOS2251DEB,3294,1993-01-01,47.91888205200274,2.2923224626015663e-19,,,104.4682250081618,debris,satellite, ,0,,
COSMOS2251DEB,3295,1993-01-01,32.24365904258594,2.268739215183614e-19,,,272.9460965478346,debris,satellite, ,0,,
COSMOS2251DEB,3296,1993-01-01,27.16542849513148,2.314532025442541e-19,,,139.93213889611215,debris,satellite, ,0,,
COSMOS2251DEB,3297,1993-01-01,-7.214364165428535,2.292586120458521e-19,,,242.15321629809185,debris,satellite, ,0,,
COSMOS2251DEB,3298,1993-01-01,5.98133944414605,2.303607047919535e-19,,,64.0041419125366,debris,satellite, ,0,,
COSMOS2251DEB,3299,1993-01-01,-57.91166394163643,2.2944593841202313e-19,,,211.4822107423826,debris,satellite, ,0,,
COSMOS2251DEB,3300,1993-01-01,-67.30515809835087,2.290844657212954e-19,,,50.23951766924697,debris,satellite, ,0,,
COSMOS2251DEB,3301,1993-01-01,-23.872547304841447,2.2601858111411424e-19,,,229.36301803389614,debris,satellite, ,0,,
COSMOS2251DEB,3302,1993-01-01,61.083885353557775,2.3235006907457987e-19,,,2.936176313257819,debris,satellite, ,0,,
COSMOS2251DEB,3303,1993-01-01,-73.29882209004914,2.310574515012237e-19,,,181.0239842419704,debris,satellite, ,0,,
COSMOS2251DEB,3304,1993-01-01,58.437807926435134,2.279815727841645e-19,,,76.81815596910414,debris,satellite, ,0,,
COSMOS2251DEB,3305,1993-01-01,-61.023738506649934,2.3084479979822536e-19,,,234.71991948723823,debris,satellite, ,0,,
COSMOS2251DEB,3306,1993-01-01,73.67332888102243,2.31595207532815e-19,,,296.07035246469155,debris,satellite, ,0,,
COSMOS2251DEB,3307,1993-01-01,-22.914353294646677,2.302607057657837e-19,,,294.7654642147585,debris,satellite, ,0,,
COSMOS2251DEB,3308,1993-01-01,53.30841008700576,2.302776085360389e-19,,,260.5961985571294,debris,satellite, ,0,,
COSMOS2251DEB,3309,1993-01-01,1.0597963092038487,2.3065416917036445e-19,,,126.31865721898157,debris,satellite, ,0,,
COSMOS2251DEB,3310,1993-01-01,73.96936917599396,2.308093251388353e-19,,,184.2951565150076,debris,satellite, ,0,,
